kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words,mc_initial,mc_initial_cat,mc_voicing,mc_rhyme,mc_rhyme_cat,mc_grade,mc_openness,mc_tone,mc_is_entering,mc_entering_coda,mc_readings_json,mc_reading_count,mc_reading_source,mc_reading_types,mc_goon_primary,mc_kanon_primary,mc_divergent
毯,タン,タン,,タン,,じゅうたん,◆獣毛やワタ(綿、アオイ科ワタ属やキワタ属の植物)を使った毛織の敷物、「絨毯(ジュウタン)」,毛火２炎毯,毛,炎,4m,4,8,12,tan,tan3,t,an3,3,-n,0,none,1,"[{""word"": ""絨毯"", ""kana"": ""じゅうたん""}]",透,舌,次清,談,咸,,,上,0,,"[{""initial"": ""透"", ""initial_category"": ""舌"", ""voicing"": ""次清"", ""openness"": null, ""grade"": null, ""rhyme"": ""談"", ""rhyme_category"": ""咸"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
氏,シ,シ|ジ,うじ,シ,,しめい|～し,◆「姓(セイ、祖先の名を受け継ぐ血族・部族)」から分かれて居住地名・職名・身分名などを名乗る集団、同「𠂩」、古く「姓」「氏」は上記のように別義であったが、出自(シュツジ)を表すという点では同じことから、漢代 (前202年～220年)の頃からはほぼ同義に用いられるようになったという、ちなみに人名は「姓氏(セイシ、出自を表す名)」と「名(メイ、な、同姓の人を識別するための名)」から成る、「【康熙字典:辰集下:氏部:氏】…《古今印史》𠂩承旨切族下所分也古者姓統族族統𠂩適出繼位之餘凡側出者皆曰𠂩…」◆王朝名、国名◆男性に対する敬称◆うじ、部首名,ノレ氏,氏,,4n,4,0,4,shi,shi4,sh,i4,4,none,1,-k,2,"[{""word"": ""～氏"", ""kana"": ""～し""}, {""word"": ""氏名"", ""kana"": ""しめい""}]",章,齒,全清,支,止,,開,平,0,,"[{""initial"": ""章"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""支"", ""rhyme_category"": ""止"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""精"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""清"", ""rhyme_category"": ""梗"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""常"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""支"", ""rhyme_category"": ""止"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",3,gy,"[""通用"", ""呉/漢異"", ""呉/漢異""]","{""initial"": ""精"", ""rhyme"": ""清"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""精"", ""rhyme"": ""清"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
民,ビン,ビン|ミン,たみ,ミン,,こくみん|しみん|しょみん|じゅうみん|じんみんげん|のうみん|みんかん|みんしゅく|みんしゅ～|みんぞく|みんよう,◆(支配者層に属する人を除く)一般の人◆人(ひと)、人達(ひとたち),コレ氏民,氏,,4n,4,1,5,min,min2,m,in2,2,-n,0,none,11,"[{""word"": ""市民"", ""kana"": ""しみん""}, {""word"": ""人民元"", ""kana"": ""じんみんげん""}, {""word"": ""国民"", ""kana"": ""こくみん""}, {""word"": ""住民"", ""kana"": ""じゅうみん""}, {""word"": ""農民"", ""kana"": ""のうみん""}, {""word"": ""民間"", ""kana"": ""みんかん""}, {""word"": ""民族"", ""kana"": ""みんぞく""}, {""word"": ""民主～"", ""kana"": ""みんしゅ～""}, {""word"": ""民謡"", ""kana"": ""みんよう""}, {""word"": ""庶民"", ""kana"": ""しょみん""}]",,,,,,,,,0,,,0,,,,,0
気,キ,キ|ケ,,キ|ケ,,あっけない|あぶなげない|いきごみ|いきごむ|いっきに|いやけ|いんき|うちき|うわき|かっき|かぶれる|かんき|き|きあい|きあつ|きおん|きがかり|きがつく|きがね|きがる|きこう|きごころ|きさく|きざ|きしつ|きしょう|きだて|きづかう|きづく|きどる|きのどく|きひん|きふう|きぶん|きぶんてんかん|きまぐれ|きまずい|きまま|きみ|きみわるい|きむずかしい|きもち|きらく|きりょく|きをつける|くうき|けいき|けはい|げんき|こんき|さむけ|しっけ|じょうき|すいじょうき|そっけない|たいき|たんき|つよき|てんき|てんきよほう|でんき|なにげない|なまいき|にんき|ねむけ|のんき|はきけ|ひとけ|びょうき|ふけいき|ふんいき|へいき|ほんき|みずけ|むきりょく|むじゃき|やるき|ゆうき|ゆげ|ようき|よわき|～かぶれ|～ぎみ,◆中国古来の考えで、天地全ての事物の基本要素、目に見えず形状は一定しない、あらゆる事物の生死・盛衰などの変化・変動はこの「気」の移動・集散によるものと考えられた◆形状が一定せず目に見えないが確かに存在しているもの、また感じ取れるもの、「空気(クウキ)」「雰囲気(フンイキ)」◆ガスgas状のもの、「気体(キタイ)」◆口から吐き出される息、「呼気(コキ)」◆精神や活動の元となる力、「気力(キリョク)」「元気(ゲンキ)」◆天候、またその変化や様子、「天気(テンキ)」「気候(キコウ)」,ノ丿一𠂉乙⺄气メ㐅気,气,㐅,4o,4,2,6,qi,qi4,q,i4,4,none,1,-k,84,"[{""word"": ""気温"", ""kana"": ""きおん""}, {""word"": ""元気"", ""kana"": ""げんき""}, {""word"": ""天気"", ""kana"": ""てんき""}, {""word"": ""電気"", ""kana"": ""でんき""}, {""word"": ""人気"", ""kana"": ""にんき""}, {""word"": ""病気"", ""kana"": ""びょうき""}, {""word"": ""気"", ""kana"": ""き""}, {""word"": ""気が付く"", ""kana"": ""きがつく""}, {""word"": ""気候"", ""kana"": ""きこう""}, {""word"": ""気付く"", ""kana"": ""きづく""}]",溪,牙,次清,微,止,,開,去,0,,"[{""initial"": ""溪"", ""initial_category"": ""牙"", ""voicing"": ""次清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""微"", ""rhyme_category"": ""止"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""曉"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""微"", ""rhyme_category"": ""止"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
水,スイ,スイ,みず|みな|み,スイ,みず|み,かいすいよく|げすい|こうすい|こうずい|すいえい|すいおん|すいげん|すいじゅん|すいじょうき|すいそ|すいてき|すいとう|すいどう|すいどうすい|すいぶん|すいへい|すいへいせん|すいめん|すいよう|すいようび|たんすい|ちかすい|はいすい|はなみず|ふんすい|みず|みずぎ|みずけ|みずたまり|みずっぽい|みずまし,◆器などに入れると水平になる(器に合わせて形を変える)液体、液状のもの、酸素と水素からなる液体 H<sub>2</sub>O、(一般には人工的に他のものを加えていない水・澄んでいる水・常温の水を指す)◆川・沼・湖・海など(水のあるところ)を指す語、特に川・河・江(水の流れ)を指す◆汁状のもの、汁が多いもの(水っぽいもの)◆五行(木・火・土・金・水)の一つ ◆[日]七曜(ななよう、中国では「星期セイキ」)の一つで「水曜日(スイヨウビ、中国では「星期三」)」◆みず、部首名,水,水,,4p,4,0,4,shui,shui3,sh,ui3,3,none,0,none,32,"[{""word"": ""水曜日"", ""kana"": ""すいようび""}, {""word"": ""水"", ""kana"": ""みず""}, {""word"": ""香水"", ""kana"": ""こうすい""}, {""word"": ""洪水"", ""kana"": ""こうずい""}, {""word"": ""水泳"", ""kana"": ""すいえい""}, {""word"": ""水道"", ""kana"": ""すいどう""}, {""word"": ""水曜"", ""kana"": ""すいよう""}, {""word"": ""下水"", ""kana"": ""げすい""}, {""word"": ""水温"", ""kana"": ""すいおん""}, {""word"": ""水蒸気"", ""kana"": ""すいじょうき""}]",書,齒,全清,脂,止,,合,上,0,,"[{""initial"": ""書"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""脂"", ""rhyme_category"": ""止"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
氷,ヒョウ,ヒョウ,こおり|ひ,ヒョウ,こおり|ひ,こおり|ひょうがき,◆凍(こお)る、凍って固まる、同「仌」「冫」◆水が凍って固体になったもの◆(氷のように)透き通っているさま、また曇りや汚(けが)れがないさま,水、丶氷,水,丶,4p,4,1,5,bing,bing1,b,ing1,1,-ng,0,none,2,"[{""word"": ""氷"", ""kana"": ""こおり""}, {""word"": ""氷河期"", ""kana"": ""ひょうがき""}]",,,,,,,,,0,,,0,,,,,0
永,エイ,エイ|ヨウ,なが・い,エイ,,えいえん|えいきゅう,◆川の水が途切れずに延々(エンエン)と流れるさま◆時(とき)が延々と続く、途切れずに長く続く、久(ひさ)しい◆「永字八法(エイジハッポウ)」、「永」を例に八つの運筆法を示したもの ,、丶水永,水,,4p,4,1,5,yong,yong3,y,ong3,3,-ng,0,none,2,"[{""word"": ""永遠"", ""kana"": ""えいえん""}, {""word"": ""永久"", ""kana"": ""えいきゅう""}]",云,喉,次濁,庚,梗,三,合,上,0,,"[{""initial"": ""云"", ""initial_category"": ""喉"", ""voicing"": ""次濁"", ""openness"": ""合"", ""grade"": ""三"", ""rhyme"": ""庚"", ""rhyme_category"": ""梗"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""云"", ""rhyme"": ""庚"", ""tone"": ""上"", ""grade"": ""三"", ""openness"": ""合""}","{""initial"": ""云"", ""rhyme"": ""庚"", ""tone"": ""上"", ""grade"": ""三"", ""openness"": ""合""}",1
氾,ハン,ハン|ホン,,ハン,,はんらん,◆溢(あふ)れ出た水が一面に広がり覆(おお)う、「氾濫(ハンラン)」、同「泛」◆一面に広がる、広く隅々まで行き渡る、同「汎」「泛」,シ氵フ𠃌Ｌ乚㔾氾,水,㔾,4p,3,2,5,fan,fan4,f,an4,4,-n,0,none,1,"[{""word"": ""氾濫"", ""kana"": ""はんらん""}]",並,脣,全濁,凡,咸,,,平,0,,"[{""initial"": ""並"", ""initial_category"": ""脣"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""凡"", ""rhyme_category"": ""咸"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": ""符䒦"", ""inferred_reading_type"": ""divergent""}, {""initial"": ""滂"", ""initial_category"": ""脣"", ""voicing"": ""次清"", ""openness"": null, ""grade"": null, ""rhyme"": ""凡"", ""rhyme_category"": ""咸"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""呉/漢異"", ""通用""]","{""initial"": ""並"", ""rhyme"": ""凡"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""並"", ""rhyme"": ""凡"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
汁,シュウ,シュウ|ジュウ,しる,,しる,しる|みそしる,◆水以外の物質を含んだ液体,シ氵十汁,水,十,4p,3,2,5,zhi,zhi1,zh,i1,1,none,1,-k,2,"[{""word"": ""味噌汁"", ""kana"": ""みそしる""}, {""word"": ""汁"", ""kana"": ""しる""}]",章,齒,全清,侵,深,,,入,1,フ,"[{""initial"": ""章"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""侵"", ""rhyme_category"": ""深"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""フ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
求,キュウ,キュウ|グ,もと・める,キュウ,もと・める,かいもとめる|きゅうこん|きゅうしょく|きゅうじん|せいきゅう|せいきゅうしょ|たんきゅう|ついきゅう|もとめる|ようきゅう|よっきゅう,◆探(さが)す、飽(あ)くまでも捜(さが)す◆欲しいものを何とか得ようとする、他人にものが欲しい(して欲しい)とねだる、強く乞(こ)う,一亅十ンく氺、丶求,水,,4p,5,2,7,qiu,qiu2,q,iu2,2,none,0,none,11,"[{""word"": ""請求書"", ""kana"": ""せいきゅうしょ""}, {""word"": ""求める"", ""kana"": ""もとめる""}, {""word"": ""要求"", ""kana"": ""ようきゅう""}, {""word"": ""買い求める"", ""kana"": ""かいもとめる""}, {""word"": ""求婚"", ""kana"": ""きゅうこん""}, {""word"": ""求職"", ""kana"": ""きゅうしょく""}, {""word"": ""請求"", ""kana"": ""せいきゅう""}, {""word"": ""追求"", ""kana"": ""ついきゅう""}, {""word"": ""求人"", ""kana"": ""きゅうじん""}, {""word"": ""探究/探求"", ""kana"": ""たんきゅう""}]",羣,牙,全濁,尤,流,,,平,0,,"[{""initial"": ""羣"", ""initial_category"": ""牙"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""尤"", ""rhyme_category"": ""流"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""羣"", ""rhyme"": ""尤"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""羣"", ""rhyme"": ""尤"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
汗,カン,カン|ガン,あせ,,あせ,あせ,◆体温を調節するなどのために体表から分泌される液体、物の表面に付着する水滴、またそれが出る◆蒙古(モウコ)・鮮卑(センピ)・柔然(ジュウゼン)など中国北方民族の長の称号、「成吉思汗(ジンギスカン、モンゴル帝国の初代皇帝)」¶別「汙」,シ氵二十干汗,水,干,4p,3,3,6,han,han4,h,an4,4,-n,0,none,1,"[{""word"": ""汗"", ""kana"": ""あせ""}]",匣,喉,全濁,寒,山,,開,平,0,,"[{""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",3,gy,"[""呉/漢異"", ""通用"", ""呉/漢異""]","{""initial"": ""匣"", ""rhyme"": ""寒"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""匣"", ""rhyme"": ""寒"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
汚,オ,オ|ウ,けが・す|けが・れる|けが・らわしい|よご・す|よご・れる|きたな・い,オ,けが・す|けが・れる|けが・らわしい|よご・す|よご・れる|きたな・い,おしょく|おせん|きたない|けがらわしい|よごす|よごれ|よごれる,◆淀(よど)んで濁(にご)った水◆穢(けが)れる、異物が混じる◆不潔(フケツ)なさま◆行いが正しくない◆泥を塗る、泥を塗って面目を失わせる,シ氵二一Ｌフ𠃌丂亐汚,水,亐,4p,3,3,6,wu,wu1,w,u1,1,none,1,-k,7,"[{""word"": ""汚い"", ""kana"": ""きたない""}, {""word"": ""汚れ"", ""kana"": ""よごれ""}, {""word"": ""汚れる"", ""kana"": ""よごれる""}, {""word"": ""汚染"", ""kana"": ""おせん""}, {""word"": ""汚す"", ""kana"": ""よごす""}, {""word"": ""汚職"", ""kana"": ""おしょく""}, {""word"": ""汚らわしい"", ""kana"": ""けがらわしい""}]",影,喉,全清,模,遇,,,平,0,,"[{""initial"": ""影"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
池,チ,チ|ジ,いけ,チ,いけ,いけ|でんち,◆水を引き入れるための水路、また水を引き入れて溜(た)めておくところ、水溜め(みずため)、「【禮記注疏(禮記正義):卷十五:月令】是月也毋竭川澤毋漉陂池…(《注》…畜水曰陂穿地通水曰池《音義》…澤障曰陂停水曰池…)」◆城市(ジョウシ、城壁で囲まれた町)の外側に巡(めぐ)らせた水堀(みずぼり)、空堀(からぼり)は「隍」,シ氵せ也池,水,也,4p,3,3,6,chi,chi2,ch,i2,2,none,0,none,2,"[{""word"": ""池"", ""kana"": ""いけ""}, {""word"": ""電池"", ""kana"": ""でんち""}]",澄,舌,全濁,支,止,,開,平,0,,"[{""initial"": ""澄"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""支"", ""rhyme_category"": ""止"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": ""一"", ""rhyme"": ""歌"", ""rhyme_category"": ""果"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""澄"", ""rhyme"": ""支"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""澄"", ""rhyme"": ""支"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
