kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words
博,ハク,ハク|バク,,ハク,,はくぶつかん,◆広い、多い、大きい、普(あまね)く◆知識道理に広く通じている、「博識(ハクシキ)」◆賭けごとをする、「六博(リクハク、盤ゲームboard gameの一種、六簙)」「博弈(バクエキ、碁や将棋などの盤ゲームboard game、ばくち、ギャンブルgamble)」◆「博労(ハクロウ、バクロウ)」◇馬の善し悪しを見分ける人、伯楽(ハクラク)◇[日]馬の売買(の仲介)をする人,十十田由用、丶甫寸専尃博,十,尃,2h,2,10,12,bo,bo2,b,o2,2,none,0,none,1,"[{""word"": ""博物館"", ""kana"": ""はくぶつかん""}]"
卜,ホク,ホク|ボク|フク,うらな・う|うらない,,,,◆吉凶(キッキョウ)を占う◆前もって(先のことの)見当を付ける◆良し悪しをよく調べ考える、「卜居(ボッキョ、良し悪しをよく調べ考えて居所・場所を決めること)」◆「萝卜(ラフク)」、同「蘿蔔」、ダイコン(大根)、アブラナ科ダイコン属の野菜、同繁「蔔」 )◆ぼく、部首名,ト卜,卜,,2i,2,0,2,bo,bo,b,o,0,none,0,none,0,[]
卞,ヘン,ヘン|ベン,,,,,◆法、筋(すじ)、筋道、決まり◆せっかちなさま◆頭に被(かぶ)る冠(かんむり)や帽子、同「弁」,、丶亠ト卜下卞,卜,亠,2i,2,2,4,bian,bian4,b,ian4,4,none,0,none,0,[]
占,セン,セン,うらな・う|し・める,セン,うらな・う|し・める,うらなう|しめる|せんりょう|どくせん,◆卜(うらな)う、吉凶を予想する、同「卜」◆幾つかの選択肢の中から一つを決め選ぶ◆自分のものにする、「占拠(せんきょ)」,ト⺊口占,卜,口,2i,2,3,5,zhan,zhan4,zh,an4,4,none,0,none,4,"[{""word"": ""占う"", ""kana"": ""うらなう""}, {""word"": ""占める"", ""kana"": ""しめる""}, {""word"": ""占領"", ""kana"": ""せんりょう""}, {""word"": ""独占"", ""kana"": ""どくせん""}]"
卦,カイ,カイ|ケ|カ,,,,,◆占卜(センボク、占い)の符号(形や組み合わせ)、それによって占う、またその結果、周易(シュウエキ、周代に成ったとされる占い法)では算木(サンボク、さんぎ)を用いる◆「八卦(ハッカ、ハッケ)」、周易で三つの爻(コウ、陽⚊と陰⚋の二種がある)による八種(乾☰・兌☱・離☲・震☳・巽☴・坎☵・艮☶・坤☷)の組み合わせ、伏羲(フクギ)八卦(先天八卦)と文王(ブンオウ)八卦(後天八卦)がある  ,土２圭ト卜卦,卜,圭,2i,2,6,8,gua,gua4,g,ua4,4,none,0,none,0,[]
卩,セツ,セツ|セチ,,,,,◆人が跪(ひざまず)き、手を膝(厀)に当てた姿を象ったもので、「膝、膝を曲げる、跪く、跪かせる」などの意符(義符)として用いる、「【字源:卩】…卩即厀字、象胫形、即象胫头之形…甲骨文卩字正像人跪跽之形、因为跪跽时、膝(厀)盖弯曲、故厀字从卩。…」◆割符(わりふ)の片方、一つの札を二つに割って互いに持ち合い、使いの者や代理の者を立てる際にこれを持たせ、二つの札が合うことで真正な者であることの証(あかし)とする、同「卪」「節」◆ふしづくり、部首名、同「㔾」,Ｉ｜丨フ𠃌卩,卩,,2j,2,0,2,jie,jie2,j,ie2,2,none,1,-t,0,[]
卮,シ,シ,さかずき,,,,◆大きな(四升が入る)酒杯、丸形或いは円筒形で取っ手が付く  ◆「侑巵(ユウシ)」、底が尖った(或いは丸い)器で二本の紐で吊ったもの、「空(から)なら傾き、水を半分程入れれば正立し、満たせば倒れる」ことから、常に傍に置いて「中庸を旨とする」という誡(いまし)めにしたという、同「攲器、𢼨器(キキ)」、「【文子:卷上:守弱】…五帝有戒之器命曰侑巵其沖即正其盈即覆…」,ノ丿２𠂆一𠂋フ𠃌Ｌ乚㔾卮,卩,𠂋,2j,2,3,5,zhi,zhi1,zh,i1,1,none,1,-k,0,[]
卯,ボウ,ボウ|ミョウ,う,,,,◆十二支の四番目、方角は東、時刻では午前六時を中心とした二時間、動物はウ(兎)を当てる、同「夘」 ◆「卯眼(ボウガン)」、枘穴(ほぞあな)、二本の木材を繋(つな)ぐ時に一本の端は凹状に作り(「枘穴(ほぞあな)」という)、もう一本の端は凸状に作って(「枘(ほぞ)」「筍(ジュン)」という)これを繋ぎ合わせる、その凹状の部分,ノ丿２レ𠂎Ｉ｜丨フ𠃌卩卯,卩,𠂎,2j,2,3,5,mao,mao3,m,ao3,3,none,0,none,0,[]
印,イン,イン,しるし|しる・す,イン,しるし|しる・す,いんかん|いんさつ|いんしょう|しるし|ちょういん|なついん|めじるし|やじるし,◆しるし、真正(シンセイ)であることの証(あかし)とするもの、それであることを見分けるための標(しるし)◆判子(はんこ)、特に公的な印鑑を指す◆木や石や金属に文字や絵・紋様などを刻み込む、また彫(ほ)る、またそれを押す、また押されたもの、「印章(インショウ)」◆木や石に文字や絵・紋様などを彫り、それを紙などに転写する◆刻み込む,ノＥＩ｜丨フ𠃌卩印,卩,,2j,2,4,6,yin,yin4,y,in4,4,none,0,none,8,"[{""word"": ""印鑑"", ""kana"": ""いんかん""}, {""word"": ""印刷"", ""kana"": ""いんさつ""}, {""word"": ""印象"", ""kana"": ""いんしょう""}, {""word"": ""印"", ""kana"": ""しるし""}, {""word"": ""目印"", ""kana"": ""めじるし""}, {""word"": ""矢印"", ""kana"": ""やじるし""}, {""word"": ""調印"", ""kana"": ""ちょういん""}, {""word"": ""捺印"", ""kana"": ""なついん""}]"
危,ギ,ギ|キ,あぶ・ない|あや・うい|あや・うく|あや・ぶむ,キ,あぶ・ない|あや・うい|あや・うく|あや・ぶむ,あぶない|あぶなげない|あやうい|あやうく|あやぶむ|きがい|きき|きけん,◆高くそそり立つさま◆高くそそり立った山や崖の上から今にもものが落ちて来そうなさま、高くそそり立った山や崖から落ちそうになるさま、身に害が及ぶのではないかと不安を感じるさま◆今にも、もう少しのところで◆二十八宿北方玄武ゲンブの第五宿 ,ク𠂊厂厃フ𠃌Ｌ乚㔾危,卩,厃,2j,2,4,6,wei,wei1,w,ei1,1,none,0,none,8,"[{""word"": ""危ない"", ""kana"": ""あぶない""}, {""word"": ""危険"", ""kana"": ""きけん""}, {""word"": ""危うく"", ""kana"": ""あやうく""}, {""word"": ""危うい"", ""kana"": ""あやうい""}, {""word"": ""危機"", ""kana"": ""きき""}, {""word"": ""危な気ない"", ""kana"": ""あぶなげない""}, {""word"": ""危ぶむ"", ""kana"": ""あやぶむ""}, {""word"": ""危害"", ""kana"": ""きがい""}]"
即,ショク,ショク|ソク,すなわ・ち|つ・く,ソク,すなわ・ち,すなわち|そくざに|そくする,◆すなわ・ち、～は(つまり、要するに)～◆すなわ・ち、～ならば(すぐに、直ちに)～、～すれば(すぐに、直ちに)～、同「則」◆ぴったりと付く、位置や位や職に就(つ)く◆もし～、もしも～◆たとえ～だとしても,ヨレＩ｜丨フ𠃌卩即,卩,05即-卩,2j,2,5,7,ji,ji2,j,i2,2,none,0,none,3,"[{""word"": ""即ち"", ""kana"": ""すなわち""}, {""word"": ""即座に"", ""kana"": ""そくざに""}, {""word"": ""即する"", ""kana"": ""そくする""}]"
却,キャク,キャク|カク,かえ・って,キャク,,へんきゃく,◆退(しりぞ)く、後退(あとずさ)りする、「退却(タイキャク)」◆退ける、受け入れずに返す、向かって来るものを押し返す、「返却(ヘンキャク)」◆かえ・って、逆に、反対に、「却是(キャクシ、～ではなくその逆で～である)」,土ム厶去Ｉ｜丨フ𠃌卩却,卩,去,2j,2,5,7,que,que4,q,ue4,4,none,1,-k,1,"[{""word"": ""返却"", ""kana"": ""へんきゃく""}]"
卵,ラン,ラン,たまご,,たまご,たまご,◆母乳で育てない動物が体外に産み出し、それが孵化 (ふか)して子になるもの◆子を産むための雌また牝の生殖細胞◆未熟なさま、「殻を破れない」「本来の姿までには成長していない」の意,ノ丿ノ２レ、丶𠂑Ｉ｜丨フ𠃌卩卪卯卵,卩,,2j,2,5,7,luan,luan3,l,uan3,3,none,0,none,1,"[{""word"": ""卵"", ""kana"": ""たまご""}]"
卷,ケン,ケン|カン,ま・く,,,,◆膝を曲げる◆ま・く、ぐるぐると渦状に回す、周りをぐるぐると囲む、転がすようにして筒状に丸める◆書物、巻物になっていたことから◆一つの書物が幾つかの巻物(まきもの)や冊子(サッシ)や篇(ヘン、首尾が完結した文章)に分かれている時にその数を数える語,ハ八ソ丷二人大夫𠔉龹フ𠃌Ｌ乚㔾コ匚己巳卷巻,卩,𠔉,2j,2,6,8,juan,juan3,j,uan3,3,none,0,none,0,[]
卸,シャ,シャ,おろ・す|おろし,,おろ・す|おろし,おろしうり|おろす|たなおろし,◆馬から馬具などを解(と)いて下(お)ろす、鎧(よろい)などを脱いで下ろす◆身に纏(まと)っているものを脱ぎ下ろす、「卸肩(シャケン、肩に負っている荷を下ろす)」「卸責(シャクセキ、責任から逃れる、責任逃れをする)」「卸粧(シャショウ◇衣裳を脱ぐ、着替える◇化粧を落とす)」◆[日]おろ・す、おろし、商品を流通上の川上(かわかみ)から仕入れて川下(かわしも)へ売り渡すこと,ノ丿一𠂉二十干一上止正缶𦈢Ｉ｜丨フ𠃌卩卸,卩,𦈢,2j,2,7,9,xie,xie4,x,ie4,4,none,1,-t,4,"[{""word"": ""下ろす/降ろす/卸す"", ""kana"": ""おろす""}, {""word"": ""卸売り"", ""kana"": ""おろしうり""}, {""word"": ""卸す"", ""kana"": ""おろす""}, {""word"": ""棚卸し"", ""kana"": ""たなおろし""}]"
卻,キャク,キャク|カク,かえ・って,,,,◆退(しりぞ)く、後退(あとずさ)りする、「退却(タイキャク)」◆退ける、受け入れずに返す、向かって来るものを押し返す、「返却(ヘンキャク)」◆かえ・って、逆に、反対に、「却是(キャクシ、～ではなくその逆で～である)」,ハ八人𠆢口谷２𧮫Ｉ｜丨フ𠃌卩卻,卩,𧮫,2j,2,7,9,que,que4,q,ue4,4,none,1,-k,0,[]
卿,ケイ,ケイ|キョウ,,,,,◆重臣、大臣、要職の長官◆天子の臣下に対する呼称◆他人や相手に対する敬称◆夫婦が互いに呼ぶ際の呼称,ノ２レヨ二Ｉ｜丨フ𠃌卩ノ丿２レ𠂎Ｉ｜丨フ𠃌卩卯卿,卩,,2j,2,10,12,qing,qing1,q,ing1,1,none,0,none,0,[]
厂,カン,カン|ガン,,,,,"◆「厓」「厈」などの原字で、""厂""字状に高く切り立った崖や岸の象形◆簡「廠」◆がんだれ、部首名",厂,厂,,2k,2,0,2,chang,chang3,ch,ang3,3,none,0,none,0,[]
厄,アク,アク|ヤク,,,,やっかい,◆行き詰まる、進退窮(きわ)まる、打つ手がなく困り果てる、同「戹」「阨」「阸」◆木の節(ふし)、「行き止まりになっている」の意、同「戹」「枙」◆[日]良くないこと、不吉なこと、災(わざわ)い,厂フ𠃌Ｌ乚㔾厄,厂,㔾,2k,2,2,4,e,e4,,e4,4,none,1,-k,1,"[{""word"": ""厄介"", ""kana"": ""やっかい""}]"
厖,ボウ,ボウ|モウ,,ボウ,,ぼうだい,◆大きいさま、大きくなるさま、大きく膨(ふく)らむさま、「厖大(ボウダイ、膨大)」、同「尨」「庬」◆入り乱れるさま、入り交じるさま、同「尨」,厂一ノ丿ナＬ乚尢、丶尤３彡尨厖,厂,尨,2k,2,7,9,pang,pang2,p,ang2,2,none,0,none,1,"[{""word"": ""膨大/厖大"", ""kana"": ""ぼうだい""}]"
厘,リ,リ|テン|デン|リン,,,,,◆市廛(してん)、城下の割り当てられた宅地に構えた店、その店舗兼住宅には税が課せられたが商売による利益は税が免除された◆長さの単位、重量の単位、面積の単位、百分の一、10の-2乗、センチcenti、1尺=10分=100釐(厘)、同「釐」   ◆繁「釐」,厂田甲土里厘,厂,里,2k,2,7,9,li,li2,l,i2,2,none,0,none,0,[]
厚,コウ,コウ|グ,あつ・い,コウ,あつ・い,あつい|あつかましい|おんこう|こうせい,◆平らで広がりのあるものの表面から裏面まで(前面から背面まで)の距離が大きい、またその大きさ◆深みがある、濃い◆重い、重みがある◆心配りが行き届いているさま、丁重(テイチョウ)・丁寧(テイネイ)なさま,厂日子㫗厚,厂,㫗,2k,2,7,9,hou,hou4,h,ou4,4,none,0,none,4,"[{""word"": ""厚い"", ""kana"": ""あつい""}, {""word"": ""厚かましい"", ""kana"": ""あつかましい""}, {""word"": ""温厚"", ""kana"": ""おんこう""}, {""word"": ""厚生"", ""kana"": ""こうせい""}]"
原,ゲン,ゲン|ゴン|ガン,はら|もと,ゲン,はら,げんいん|げんけい|げんこう|げんこく|げんさく|げんさん|げんし|げんしょ|げんしりょく|げんそく|げんてん|げんばく|げんぶん|げんゆ|げんり|げんりょう|こうげん|はらっぱ,◆源(みなもと)、地下水が地表に湧(わ)き出るところ、同「厡」「源」[†「原」は「厂(崖や岸)」「泉(水が地表に湧き出るところ)」の合字†]◆物事の始まり、物事の大本(おおもと)、物事の根本(コンポン)、物事の基本、同「源」◆始まりまで遡(さかのぼ)る、初め、もともと◆(事情を知るに及んで重い罪に問えないと)量刑(リョウケイ)を軽くする◆広く平らなことろ、平原、高く平らで広いところ、高原、同「邍」,厂白日小𣌢原,厂,,2k,2,8,10,yuan,yuan2,y,uan2,2,none,0,none,19,"[{""word"": ""原稿"", ""kana"": ""げんこう""}, {""word"": ""原因"", ""kana"": ""げんいん""}, {""word"": ""原料"", ""kana"": ""げんりょう""}, {""word"": ""原産"", ""kana"": ""げんさん""}, {""word"": ""原始"", ""kana"": ""げんし""}, {""word"": ""原則"", ""kana"": ""げんそく""}, {""word"": ""原文"", ""kana"": ""げんぶん""}, {""word"": ""原理"", ""kana"": ""げんり""}, {""word"": ""原形"", ""kana"": ""げんけい""}, {""word"": ""原型"", ""kana"": ""げんけい""}]"
厠,シ,シ|ソク|シキ,かわや,,,,◆便所、同「圊」「溷」◆交(まじ)わる、間(あいだ)に入る,厂目ハ貝リ刂則厠,厂,則,2k,2,9,11,ce,ce4,c,e4,4,none,1,-k,0,[]
厥,ケツ,ケツ|コチ,,,,,◆その～、それ、that、it、同「其」◆本来上から下に向かって流れるものが逆に流れることによって起こる症状、血液が頭に上る逆上(のぼせ)や手足への血流が滞(とどこお)る冷え、食べ物や体内のガスgasが口から吐き出る嘔吐(オウト)やげっぷなどの症状、「気逆(キギャク)」、同「瘚」◆掘る、掘り出す、同「撅」◆「厥角稽首(ケッカクケイシュ)」、額(ひたい)で地面を叩(たた)くようにして礼をする、叩頭(コウトウ)の礼,厂ソ丷一䒑凵山ノ丿屮屰フ乛人欠欮厥,厂,欮,2k,2,10,12,jue,jue2,j,ue2,2,none,1,-t,0,[]
厦,カ,カ|ゲ,,,,,◆家(いえ)、屋根のある建物,厂一目自𦣻目ノ又夊夂𡕥夏厦,厂,夏,2k,2,10,12,sha,sha4,sh,a4,4,none,0,none,0,[]
厨,チュウ,チュウ|ズ,くりや,,,,◆くりや、調理場、台所、「庖廚(ホウチュウ)」、同「庖」◆調理する、またその人・材料・道具・場所など、「廚人(チュウジン、料理人)」◆調理用の道具や食器などをしまうための戸棚、物をしまうための戸棚,厂一口ソ丷䒑豆十、丶寸厨,厂,10厨-厂,2k,2,10,12,chu,chu2,ch,u2,2,none,1,-k,0,[]
厩,キュウ,キュウ,うまや,,,,◆馬小屋、同「𠤙」,厂ノヨ一二ノ丿Ｌ乚２旡既既厩,厂,既,2k,2,11,13,jiu,jiu4,j,iu4,4,none,0,none,0,[]
厭,エン,エン|ヨウ|オン,あ・きる|いと・う|いと・わしい,,,,◆強く締め付ける、強く押え付ける、押え付けて従わせる、同「壓」◆悪夢を見て魘(うな)される、「体が押え付けられるようになる」の意◆あ・きる、いと・う、十分な量や程度を超える、もうこれ以上は要(い)らないというほどになる、十分に過ぎて嫌になる、同「飽」◆満足する、満ち足りる,厂冂二冃日曰月冐大犬肰猒厭,厂,猒,2k,2,12,14,yan,yan4,y,an4,4,none,0,none,0,[]
厮,シ,シ,,,,,◆馬の世話や草刈り・薪(まき)作りなどの雑用をする男の召し使い、女は「娠」、同「㒋」◆互いに～し合う、「厮打(シダ、殴り合う)」、「【新刻鐘伯敬先生批評封神演義:姬伯燕山收雷震】…大喝曰大臣厮打體面何存…」,厂甘目ハ八其ノ丿２𠂆一𠂋Ｔ斤斯厮,厂,斯,2k,2,12,14,si,si1,s,i1,1,none,1,-k,0,[]
厰,ショウ,ショウ,,,,,◆屋根だけで壁のない建物、必要最小限の仕切り壁しかない建物、家畜小屋や作業小屋,厂ソ丷ハ八小ワ冖龸冂口冋尙尚ノ丿一𠂉メヌ又攵敞厰,厂,敞,2k,2,12,14,chang,chang3,ch,ang3,3,none,0,none,0,[]
厳,ゲン,ゲン|ゴン,おごそ・か|いか・めしい|いか・つい|きび・しい,ゲン,おごそ・か|きび・しい,おごそか|きびしい|げんじゅう|げんみつ|そんげん,◆堂々としたさま、圧倒されるさま、気圧(けお)されるさま◆妥協を許さないさま、人を寄せつけないさま◆ぴったりとして隙がないさま◆激しいさま、甚(はなは)だしいさま,ツ厂エ工耳ノ丿一𠂉メヌ又攵敢厳,厂,,2k,2,15,17,yan,yan2,y,an2,2,none,0,none,5,"[{""word"": ""厳しい"", ""kana"": ""きびしい""}, {""word"": ""厳重"", ""kana"": ""げんじゅう""}, {""word"": ""厳か"", ""kana"": ""おごそか""}, {""word"": ""厳密"", ""kana"": ""げんみつ""}, {""word"": ""尊厳"", ""kana"": ""そんげん""}]"
